covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.009070178215756964,0.9909708317677292,0.007853933116707266,-0.02446360426148962,0.006323247829975693,0.9758332044422351,1.006343281765789,0.0,-1.1548580922420186,0.2481485433001986,2.0107241092418433
bt__alkaline_phosphatase,0.0011452464429150431,1.0011459024880431,0.0008546420766724941,-0.0005298212470355647,0.0028203141328656508,0.9994703190834568,1.0028242949602846,0.0,1.3400304925004425,0.18023543171124407,2.4720454426186986
bt__alt_gpt,-0.008161242540913877,0.9918719699857483,0.0018160732528312393,-0.01172068070974961,-0.004601804372078144,0.9883477388993875,0.9954087677065651,0.0,-4.49389501672941,6.993211446841539e-06,17.125613442128824
bt__ast_got,1.1362176984050955e-10,1.0000000001136218,1.3242990274608301e-06,-2.5954647768148064e-06,2.5956920203544878e-06,0.9999974045385913,1.000002595695389,0.0,8.579766917020577e-05,0.9999315433645002,9.87654291645889e-05
bt__basophils_%,-3.3604634522652933e-09,0.9999999966395365,2.534503471316427e-05,-4.96787156881717e-05,4.967199476126717e-05,0.9999503225182789,1.0000496732284352,0.0,-0.00013258863088160856,0.9998942095787915,0.00015263138966292557
bt__basophils_abs,0.8348578032310504,2.304486334476791,0.47127495812860787,-0.08882414151664297,1.7585397479787437,0.9150064710767073,5.8039559649683286,0.0,1.7714877245890566,0.07647963219683838,3.708780604597711
bt__bilirubin_total,0.0005137949811444787,1.0005139269963945,0.0050136382681166235,-0.009312755455875874,0.010340345418164833,0.9907304739521672,1.0103939915368714,0.0,0.10247946773740543,0.9183761094097452,0.12284298258237424
bt__calcium,2.8515883888444085e-08,1.0000000285158843,0.00012027263053477914,-0.00023570150829017105,0.0002357585400579479,0.9997643262671281,1.0002357863332867,0.0,0.00023709370753471773,0.9998108265930669,0.00027294535386581943
bt__creatinine,0.004229898630489156,1.0042388572786387,0.0015018815850331112,0.001286264814780327,0.007173532446197985,1.0012870924081638,1.0071993238650514,0.0,2.8163995568238502,0.004856522619240793,7.685860603674563
bt__eosinophils_%,2.6891024983381537e-09,1.0000000026891025,7.260395699818556e-06,-1.4227424982655513e-05,1.423280318765219e-05,0.9999857726762267,1.0000142329044743,0.0,0.0003703796059497634,0.9997044798375331,0.0004264084821294111
bt__eosinophils_abs,6.384561912568772e-08,1.0000000638456212,0.00014897345349196867,-0.00029191875787768564,0.000292046449115937,0.9997081238462572,1.000292089098832,0.0,0.0004285704441236553,0.9996580502698851,0.0004934135459932701
bt__glucose,-0.015368559687941284,0.984748933952749,0.023864754297676746,-0.06214261861128518,0.03140549923540261,0.9397488515571907,1.031903855284531,0.0,-0.6439856659005044,0.51958472908557,0.9445690651721441
bt__hba1c,-0.004122625526101018,0.9958858608284871,0.0038632952291244665,-0.011694545036830388,0.003449293984628352,0.9883735703701817,1.0034552496447633,0.0,-1.0671267096082955,0.2859146221791625,1.8063436910571098
bt__hct,-1.5444110094894274e-10,0.9999999998455589,2.656267340629209e-06,-5.206342762044187e-06,5.206033879842288e-06,0.9999947936707909,1.0000052060474311,0.0,-5.814215255621039e-05,0.9999536092741697,6.692922255829228e-05
bt__hdl_cholesterol,-0.43233491602965657,0.6489919824647289,0.06488604570435288,-0.5595092287094081,-0.305160603349905,0.571489465659229,0.7370049994143706,0.0,-6.66298757054097,2.6831636226206352e-11,35.11727400916043
bt__hemoglobin,7.967930960766906e-10,1.000000000796793,7.827184511479527e-06,-1.5340202949753535e-05,1.5341796535945686e-05,0.9999846599147105,1.000015341914222,0.0,0.00010179817467035505,0.9999187768082529,0.00011718505507521457
bt__ldl_cholesterol,2.8608708533617647e-09,1.0000000028608709,1.212300408599152e-05,-2.3757790522121935e-05,2.3763512263828655e-05,0.999976242491692,1.0000237637946183,0.0,0.00023598695777621515,0.9998117096515872,0.0002716711292309501
bt__lymphocytes_%,-0.0008515695851225217,0.9991487928973564,0.00292426337413141,-0.006583020479729663,0.00487988130948462,0.9934386001306,1.0048918073215651,0.0,-0.2912082381688558,0.7708920623381965,0.3753992218166629
bt__lymphocytes_abs,-1.6775654934665487e-09,0.9999999983224345,1.5887470531959227e-05,-3.1140547613574966e-05,3.113719248258803e-05,0.9999688599372483,1.00003113767725,0.0,-0.00010559047081106831,0.9999157509937285,0.00012155074388425548
bt__mch,6.268135268406083e-09,1.0000000062681353,1.658011716534769e-05,-3.24901643682674e-05,3.2502700638804205e-05,0.9999675103634315,1.0000325032288573,0.0,0.00037805132532515724,0.9996983586915172,0.00043524206666921146
bt__mchc,8.921658804754348e-10,1.000000000892166,1.0508503337401476e-05,-2.0595395906845375e-05,2.0597180238606327e-05,0.9999794048161769,1.0000205973923622,0.0,8.489942400266183e-05,0.9999322600604486,9.773138505742279e-05
bt__mcv,0.005125784956934567,1.005138944266971,0.004180611231386667,-0.0030680624899469466,0.01331963240381608,0.9969366392041814,1.013408733867591,0.0,1.2260850562835988,0.22016666876489635,2.183332020387261
bt__mean_platelet_volume,-0.0383709571912751,0.9623558818335495,0.019201348656237346,-0.07600490901209686,-0.0007370053704533336,0.9268116568185801,0.9992632661512963,0.0,-1.9983469847994617,0.04567905497319991,4.452323385824867
bt__monocytes_%,5.017911682686199e-09,1.0000000050179116,1.3121721445262419e-05,-2.571308353619852e-05,2.5723119359563893e-05,0.9999742872470423,1.0000257234502017,0.0,0.0003824126052072161,0.9996948788938855,0.00044026387697865824
bt__monocytes_abs,0.45920703255494205,1.5828183637929802,0.11193942476030987,0.23980979157460355,0.6786042735352805,1.2710073710171947,1.971124660555878,0.0,4.102281511078143,4.09096103260888e-05,14.57720067916384
bt__neutrophils_%,1.2393410425263453e-09,1.000000001239341,3.2055751498355864e-06,-6.28157250237181e-06,6.284051184456863e-06,0.9999937184472267,1.0000062840709292,0.0,0.00038662049229758693,0.9996915214859907,0.00044510907920587055
bt__neutrophils_abs,0.01926531910742626,1.0194520928581503,0.016660444236629185,-0.013388551562804857,0.051919189777657374,0.9867006764385455,1.053290622424735,0.0,1.15635086518702,0.24753767063766735,2.014280001587562
bt__platelets,-0.0021667567879422598,0.9978355889350372,0.00039797541896933184,-0.002946774275854389,-0.0013867393000301306,0.9970575632018934,0.9986142217786066,0.0,-5.444448789208338,5.196605119948763e-08,24.19785532355585
bt__protein_total,9.967325427953238e-10,1.0000000009967325,2.993278641428057e-06,-5.865721600349179e-06,5.867715065434771e-06,0.9999941342956029,1.0000058677322803,0.0,0.0003329902298436856,0.9997343122416196,0.00038335734037195905
bt__rbc,-1.4482010335018672e-08,0.9999999855179897,3.464597247308541e-05,-6.791934026694853e-05,6.789037624627848e-05,0.9999320829661992,1.00006789268085,0.0,-0.0004179998222381827,0.99966648440513,0.0004812415500206258
bt__rdw,0.12018767613240364,1.127708475685553,0.022271119416296777,0.07653708418107125,0.16383826808373603,1.0795422235341532,1.1780237756423433,0.0,5.3965709529830335,6.792655713750488e-08,23.81144902616277
bt__triglycerides,-2.2505073193991633e-09,0.9999999977494927,1.0753885012683095e-05,-2.1079477826063326e-05,2.107497681142453e-05,0.9999789207443445,1.0000210751988903,0.0,-0.00020927388722725998,0.9998330235976209,0.00024091614187287
bt__urea,7.373583905326112e-09,1.000000007373584,1.7903509257215233e-05,-3.508285975711598e-05,3.5097606924926636e-05,0.9999649177556393,1.0000350982228532,0.0,0.00041185131916830824,0.9996713902003792,0.00047416163964867107
bt__uric_acid,0.0006727225433103422,1.0006729488718697,0.0002795503894746845,0.00012481384807581561,0.0012206312385448688,1.0001248216376482,1.0012213765120588,0.0,2.406444664858042,0.016108644181411436,5.956021118142943
bt__vitamin_d,-5.560856078735779e-10,0.9999999994439144,1.4914635367840318e-06,-2.923770901959306e-06,2.922658730743559e-06,0.9999970762333723,1.0000029226630018,0.0,-0.00037284559371303003,0.9997025122641054,0.00042924793246427697
bt__wbc,4.248781020886939e-09,1.000000004248781,9.910527460952386e-06,-1.9420028110240973e-05,1.942852567228275e-05,0.9999805801604574,1.0000194287144075,0.0,0.00042871391433273306,0.9996579357972308,0.0004935787516253432
sleep_hours_in_24H,8.555823593399244e-10,1.0000000008555823,6.761685550019268e-06,-1.325180457046333e-05,1.325351573518201e-05,0.9999867482832342,1.0000132536035633,0.0,0.00012653388759515538,0.9998990405649388,0.00014566102934504194
walking_10min_days_a_week,8.271916013073922e-10,1.0000000008271916,4.301653460519391e-06,-8.43025866498879e-06,8.431913048191406e-06,0.9999915697768695,1.000008431948597,0.0,0.00019229619700874632,0.9998465698342512,0.00022136992209472662
walking_minutes_day,-5.572471570449774e-11,0.9999999999442752,1.4954977137433602e-07,-2.931678905056022e-07,2.9305644107419327e-07,0.9999997068321524,1.000000293056484,0.0,-0.00037261652219456725,0.9997026950367207,0.00042898416887629596
physical_activity_maderate_days_a_week,-3.1756270832095885e-09,0.9999999968243729,7.547225372774758e-06,-1.4795465540928618e-05,1.47891142867622e-05,0.9999852046439114,1.0000147892236462,0.0,-0.00042076749088016974,0.9996642761252453,0.00048442849087236453
moderate_activity_minutes,2.867985828702505e-11,1.00000000002868,1.3069944285323067e-07,-2.561375209334961e-07,2.561948806500701e-07,0.999999743862512,1.0000002561949135,0.0,0.00021943366904196508,0.9998249172647562,0.00025261310862387455
vigorous_activity_minutes,1.0018618064775008e-11,1.0000000000100187,2.3197490302378977e-07,-4.5465243662573485e-07,4.546724738618644e-07,0.9999995453476668,1.0000004546725774,0.0,4.3188370527080535e-05,0.9999655406659609,4.9715166911260754e-05
hours_outdoors_summer,0.0003197483847137475,1.0003197995096773,0.00478408348596511,-0.009056882946810701,0.009696379716238195,0.9909840070790399,1.0097435419169898,0.0,0.06683587058039049,0.9467123666477135,0.079001927105978
hours_outdoors_winter,5.612012047320604e-10,1.0000000005612013,2.0748029987352997e-06,-4.065977951332159e-06,4.0671003537416226e-06,0.9999959340303148,1.0000040671086246,0.0,0.00027048409177842024,0.9997841849218588,0.00031138894540685887
hours_watching_tv,1.0679002880675887e-09,1.0000000010679002,3.3078846435172144e-06,-6.4822668660187885e-06,6.484402666594923e-06,0.9999935177541438,1.0000064844236902,0.0,0.000322834803251213,0.9997424150992704,0.0003716643285052797
