covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.0060438683788309544,0.9939743590537707,0.002636540995298798,-0.011211393773379985,-0.0008763429842819229,0.9888512196886112,0.9991240408920873,0.0,-2.2923475832948337,0.021885594110252114,5.513874641608567
bt__alkaline_phosphatase,0.0005566485590772268,1.0005568035166374,0.00023711979150120046,9.190230771322707e-05,0.0010213948104412264,1.0000919065308598,1.0010219166117607,0.0,2.3475415339778105,0.018897766096361113,5.725640486131556
bt__alt_gpt,0.0014081243698656017,1.0014091162424914,0.0004882221518178881,0.0004512265358478945,0.0023650222038833087,1.000451328353855,1.0023678210749247,0.0,2.884187791607716,0.003924246616197283,7.993368575218887
bt__ast_got,-9.712318470810103e-09,0.9999999902876816,6.299070923862653e-06,-1.2355664465305055e-05,1.2336239828363434e-05,0.9999876444118656,1.00001233631592,0.0,-0.0015418652350804795,0.9987697700215382,0.0017759393200986776
bt__basophils_%,-0.023302258118854106,0.9769671428901435,0.024622838305030145,-0.07156213439386647,0.024957618156158247,0.930938432502565,1.0252716666999353,0.0,-0.9463676701354832,0.3439610892192827,1.5396827263712907
bt__basophils_abs,0.19387825996440572,1.2139484878280058,0.25415803765809825,-0.3042623402268416,0.6920188601556531,0.7376673212519647,1.9977446318196614,0.0,0.7628256094155761,0.4455674059795036,1.1662843939679586
bt__bilirubin_total,0.004636970474650469,1.0046477378584893,0.0014421039248770037,0.0018104987199276858,0.007463442229373252,1.0018121386622905,1.0074913631331226,0.0,3.2154204663481196,0.0013025358305579601,9.584461225511633
bt__calcium,0.15697212003662275,1.1699629949207566,0.07312778364241643,0.013644297828249274,0.30029994224499623,1.0137378060605875,1.3502637479835071,0.0,2.14654557020615,0.031829477137606,4.973492731738325
bt__creatinine,1.0406259399896946e-08,1.0000000104062594,3.895662997990784e-06,-7.6249529125673724e-06,7.645765431367166e-06,0.9999923750761572,1.0000076457946603,0.0,0.002671242200689343,0.9978686596246141,0.003078155655212744
bt__eosinophils_%,-1.4462970175819065e-07,0.9999998553703087,4.837986260530023e-05,-9.49674179851428e-05,9.467815858162642e-05,0.9999050370912773,1.0000946826407,0.0,-0.002989460779128914,0.997614758951975,0.0034452859854991304
