covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.04471659506251203,0.9562684546353788,0.02679436683119401,-0.0972325890402069,0.007799398915182845,0.9073449430992978,1.007829893455041,0.0,-1.6688804532769534,0.09514107412796163,3.393787876579298
bt__alkaline_phosphatase,0.030748981859846126,1.0312266148080282,0.02582018816249626,-0.01985765701269398,0.08135562073238622,0.9803382076446987,1.0847565899153866,0.0,1.1908891471406442,0.23369710563292811,2.097288228609496
bt__alt_gpt,0.02689228146460528,1.0272571421686696,0.025639464437931758,-0.023360145416636464,0.07714470834584702,0.9769105905390666,1.080198378803779,0.0,1.0488628391480779,0.2942412508371858,1.7649285770287853
bt__ast_got,2.3414156860880464e-08,1.000000023414157,2.9205132948400474e-05,-5.721759458570813e-05,5.726442289942989e-05,0.9999427840423095,1.0000572660625378,0.0,0.0008017137570388231,0.9993603250396002,0.0009231511829862179
bt__basophils_%,1.0711253844026255e-08,1.0000000107112539,1.9675767349608653e-05,-3.855308411957805e-05,3.85745066272661e-05,0.9999614476590409,1.000038575250633,0.0,0.000544388112224721,0.9995656411516256,0.0006267834908502321
bt__basophils_abs,0.019320857882943916,1.0195087135513938,0.024547189223156657,-0.028790748916132876,0.06743246468202072,0.9716197556833928,1.0697580107108393,0.0,0.7870904365994593,0.43122892730274087,1.2134741360074666
bt__bilirubin_total,0.008209064456980946,1.0082428512158905,0.027792861323109225,-0.04626394276362937,0.06268207167759127,0.9547899190397781,1.0646882908548987,0.0,0.2953659344946707,0.7677143533773025,0.38135847355362934
bt__calcium,1.278517572440447e-08,1.0000000127851758,2.067457076844265e-05,-4.050862892624778e-05,4.053419927769659e-05,0.9999594921915372,1.0000405350207995,0.0,0.0006184010235375511,0.9995065874023832,0.000712019581858659
bt__creatinine,-3.337636940853974e-08,0.9999999666236311,4.398284195658653e-05,-8.623816254203534e-05,8.617140980321825e-05,0.9999137655558613,1.0000861751226657,0.0,-0.000758849767859113,0.9993945255443671,0.0008737795468261998
bt__eosinophils_%,8.518696828073422e-09,1.0000000085186969,1.8825850710887084e-05,-3.6889470674838384e-05,3.690650806849453e-05,0.9999631112097334,1.0000369071891222,0.0,0.0004524999671407687,0.9996389572747756,0.0005209686008521265
bt__eosinophils_abs,2.6572235389901263e-08,1.0000000265722357,3.305047818138547e-05,-6.475117467195247e-05,6.480431914273229e-05,0.9999352509216402,1.0000648064189879,0.0,0.0008039894383394171,0.9993585093092102,0.0009257724073266583
bt__glucose,0.15095893215473272,1.1629488972957427,0.017260281237641496,0.11712940256592295,0.18478846174354246,1.124264903041252,1.2029639403159054,0.0,8.746029689569546,2.2099098787729773e-18,58.65071817097951
bt__hba1c,0.5615833023834904,1.7534465397306478,0.017405872227560047,0.5274684196979668,0.5956981850690141,1.694636764603014,1.8142972180906465,0.0,32.2640138363358,2.2376016461016924e-228,756.2376524140664
bt__hct,2.6824423320624008e-08,1.0000000268244236,3.338819675128803e-05,-6.541283871794114e-05,6.54664875645824e-05,0.999934589300655,1.0000654686305417,0.0,0.0008034103644602846,0.9993589713431688,0.0009251054055045838
bt__hdl_cholesterol,-1.0359909059962067e-08,0.999999989640091,1.9525576660548587e-05,-3.8279786941111054e-05,3.825906712299113e-05,0.9999617209457206,1.0000382597990105,0.0,-0.0005305814645103033,0.999576657261082,0.000610883785766262
bt__hemoglobin,1.241110571715311e-08,1.0000000124111057,2.0479998163265287e-05,-4.012764769772926e-05,4.0152469909163574e-05,0.9999598731574054,1.0000401532760304,0.0,0.0006060110756950532,0.9995164731486232,0.0006977504947654844
bt__ldl_cholesterol,-0.20860000142590404,0.8117198575005088,0.027399425823272927,-0.2623018892365957,-0.15489811361521238,0.7692787516740542,0.856502438975228,0.0,-7.613298277539827,2.671882019225113e-14,45.08913702346916
bt__lymphocytes_%,-0.014251778282869755,0.9858492975692998,0.02592863328540875,-0.06507096569061736,0.03656740912487785,0.9370009660972504,1.0372442213864372,0.0,-0.5496540494824266,0.5825566793559444,0.7795296725063817
bt__lymphocytes_abs,-1.1211014457125644e-08,0.9999999887889857,1.989877810527394e-05,-3.9012099437148225e-05,3.8989677408233974e-05,0.9999609886615249,1.0000389904375158,0.0,-0.0005634021545350211,0.9995504701431552,0.0006486803067102513
bt__mch,-0.010427491344874992,0.9896266864665899,0.027303564755878765,-0.06394149491595452,0.04308651222620454,0.9380598791974162,1.0440282121486344,0.0,-0.38190952126973954,0.7025284776988434,0.5093713872731116
bt__mchc,-1.738957332605424e-08,0.9999999826104268,2.3621209830295855e-05,-4.631411011196941e-05,4.62793309653173e-05,0.9999536869623697,1.0000462804018702,0.0,-0.000736184702264949,0.9994126096452214,0.0008476741340900281
bt__mcv,-4.010766566937893e-08,0.9999999598923351,5.931760328670495e-05,-0.00011630047375684583,0.00011622025842550706,0.9998837062888811,1.0001162270122612,0.0,-0.0006761511498622601,0.9994605094778632,0.0007785303246466652
bt__mean_platelet_volume,0.00398820623045214,1.0039961697080646,0.02557758078253633,-0.04614293091498288,0.054119343375887155,0.9549054669241406,1.0556105747675468,0.0,0.15592585805359582,0.8760914628163189,0.19084660170083315
bt__monocytes_%,-5.074134157903946e-09,0.9999999949258659,1.789740536368989e-05,-3.508334406370407e-05,3.5073195795388265e-05,0.9999649172713496,1.0000350738108672,0.0,-0.0002835122776063567,0.9997737899339303,0.0003263890581551017
bt__monocytes_abs,9.99252958040504e-09,1.0000000099925297,1.937430201914714e-05,-3.796294165354964e-05,3.798292671271045e-05,0.9999620377789298,1.0000379836480733,0.0,0.0005157620424482736,0.9995884814475271,0.0005938179668233858
