covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,5.2566304051078585e-09,1.0000000052566305,1.1061455276125788e-05,-2.1674797327401995e-05,2.1685310588212213e-05,0.9999783254375694,1.0000216855457162,0.0,0.000475220508864993,0.9996208289072714,0.0005471319900015715
bt__alkaline_phosphatase,-3.4803205546321175e-09,0.9999999965196794,2.8520398475644308e-06,-5.593375704254022e-06,5.5864150631447585e-06,0.9999944066399385,1.0000055864306672,0.0,-0.0012202917002033552,0.9990263483343779,0.0014053667094428273
bt__alt_gpt,-7.937985627467343e-09,0.9999999920620144,7.11254371782802e-06,-1.3948267511037003e-05,1.3932391539782067e-05,0.9999860518297656,1.0000139324885962,0.0,-0.0011160543881888983,0.9991095176195086,0.001285266853045504
bt__ast_got,4.64236221766236e-09,1.0000000046423623,4.435583865750639e-06,-8.688942265060535e-06,8.698226989495861e-06,0.9999913110954837,1.0000086982648193,0.0,0.0010466180683693887,0.9991649197546498,0.0012052694471352337
bt__basophils_%,-0.002731352658592698,0.9972723740912852,0.0271307049378092,-0.05590655721188174,0.050443851894696336,0.9456274938316707,1.0517378086118832,0.0,-0.1006738551340146,0.9198093664867178,0.12059320602455342
bt__basophils_abs,2.7451316675465335e-07,1.0000002745132044,0.000716931939771571,-0.0014048862681519635,0.001405435294485473,0.9985961001225848,1.001406423381512,0.0,0.0003828998981997075,0.9996944900903587,0.0004408249732100602
bt__bilirubin_total,2.7107067311492405e-05,1.0000271074347113,0.0030159065750851523,-0.00588396120059295,0.005938175335215935,0.9941333153975594,1.0059558412488254,0.0,0.008988032830800487,0.9928286839279221,0.010383297748290665
bt__calcium,-0.07994369128636829,0.9231683273441099,0.1260586509119858,-0.32701410701356765,0.1671267244408311,0.7210735707602111,1.1819040319461789,0.0,-0.6341785407665914,0.5259643104938121,0.9269631866634249
bt__creatinine,1.5847430907368202e-09,1.000000001584743,2.005975152554156e-06,-3.930054309797649e-06,3.933223795979123e-06,0.9999960699534127,1.000003933231531,0.0,0.0007900113262714186,0.9993696622254762,0.0009096719118038762
bt__eosinophils_%,0.13103076957593493,1.1400028581768482,0.01728159810855081,0.09715945968787983,0.16490207946399005,1.102036089941738,1.1792776375591203,0.0,7.582097949095452,3.4001141839966025e-14,44.74141013208376
bt__eosinophils_abs,0.18774907801926277,1.2065307322825658,0.236568131443782,-0.27591593950048743,0.651414095539013,0.7588767196362626,1.9182515028792086,0.0,0.7936363908081145,0.4274071407581237,1.2263170833560055
bt__glucose,-0.005063961107034972,0.9949488391282657,0.013437354670302703,-0.031400692308319364,0.021272770094249417,0.9690871894871456,1.0215006484675178,0.0,-0.3768569953896213,0.7062798818153008,0.501688092564547
bt__hba1c,-0.0009667629091637313,0.9990337042555396,0.0022009858353886635,-0.0052806158770083165,0.0033470900586808536,0.9947333020657986,1.003352697819426,0.0,-0.4392408590821369,0.6604870219190988,0.5983978810260175
bt__hct,-1.1587130231113557e-08,0.9999999884128699,9.887576321368237e-06,-1.9390880614503893e-05,1.9367706354041663e-05,0.9999806093073875,1.0000193678939093,0.0,-0.0011718878170449496,0.9990649690178032,0.0013495956163236142
bt__hdl_cholesterol,0.12362604027267045,1.1315926217967343,0.03822685175425524,0.048702787591978394,0.1985492929533625,1.0499082586017567,1.2196321452030001,0.0,3.2340105083047797,0.0012206496426917074,9.678135114872392
bt__hemoglobin,-6.345622161524924e-08,0.9999999365437804,5.245883496160672e-05,-0.00010288088341729505,0.00010275397097406456,0.9998971244086393,1.0001027592503442,0.0,-0.0012096384081287971,0.9990348484253723,0.001393091770972786
bt__ldl_cholesterol,-7.806218496925312e-08,0.9999999219378181,6.147880990970893e-05,-0.00012057431542038293,0.00012041819105044441,0.9998794329533702,1.0001204254416118,0.0,-0.0012697413154857653,0.9989868932803895,0.0014623449211472236
bt__lymphocytes_%,-0.0025005263346879777,0.9975025973771036,0.0038684706711456743,-0.01008258952538299,0.005081536856007035,0.9899680693797799,1.005094469761482,0.0,-0.6463862717996075,0.5180292288272271,0.9488945933183207
bt__lymphocytes_abs,-3.5952853867659735e-08,0.9999999640471467,4.542960956247175e-05,-8.907635142802873e-05,8.90044457202934e-05,0.9999109276157523,1.0000890084067335,0.0,-0.0007913969372380316,0.9993685566682242,0.0009112679006630036
bt__mch,-0.0024838048083153687,0.9975192772825487,0.0070604558329635594,-0.016322043955359695,0.011354434338728956,0.9838104388281376,1.0114191405973922,0.0,-0.3517909986376638,0.7249950096560656,0.4639570302001002
bt__mchc,-0.03059983717153497,0.9698635987950325,0.012574798476909396,-0.05524598929912651,-0.005953685043943429,0.9462523513692133,0.9940640030183978,0.0,-2.4334256511326395,0.01495670674229782,6.063063640858476
bt__mcv,-4.939892611906332e-09,0.9999999950601074,6.5136163014080475e-06,-1.2771393252484672e-05,1.276151346726086e-05,0.9999872286883014,1.0000127615948957,0.0,-0.0007583947815345642,0.9993948885708264,0.0008732554931477686
bt__mean_platelet_volume,-0.002274900432838606,0.9977276851920996,0.011357036073938289,-0.024534282108879826,0.019984481243202616,0.975764237089194,1.0201855078931235,0.0,-0.20030758183985733,0.8412400332619265,0.24941058764437282
bt__monocytes_%,-2.2816781329108254e-08,0.999999977183219,1.8362802622649446e-05,-3.6013248576939674e-05,3.5967615014281455e-05,0.9999639873998923,1.0000359682618567,0.0,-0.0012425544072975595,0.9990085852775741,0.001431018587226768
bt__monocytes_abs,1.4512657874264406e-07,1.0000001451265892,0.00017440271744617903,-0.00034167791842168357,0.0003419681715791689,0.9996583804468306,1.00034202664936,0.0,0.0008321348478267281,0.9993360525290379,0.000958191853508075
