covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.0031807835736187,0.9968242697591798,0.0038854946151298418,-0.01079621308139751,0.004434645934160109,0.9892618568606832,1.0044444935279235,0.0,-0.8186302874370107,0.4129973813571699,1.275795460736593
bt__alkaline_phosphatase,0.001841692385054999,1.0018433893420733,0.0004110778498782162,0.0010359946044515324,0.0026473901656584656,1.0010365314322294,1.0026508975975004,0.0,4.4801547580357575,7.458893753159015e-06,17.032606892620773
bt__alt_gpt,0.0018632861992395936,1.0018650231956427,0.0008365565142024887,0.00022366556037034567,0.0035029068381088415,1.000223690575377,1.0035090491861975,0.0,2.2273285398009404,0.025925324467512518,5.269494144622745
bt__ast_got,-2.1357862648477003e-09,0.9999999978642138,1.8268247196695751e-06,-3.5826464428846953e-06,3.578374870355e-06,0.9999964173599748,1.0000035783812729,0.0,-0.0011691248984379893,0.9990671735063922,0.0013464122385205405
bt__basophils_%,1.1649698493475052e-08,1.0000000116496985,2.102368456596375e-05,-4.119401487312607e-05,4.121731427011302e-05,0.9999588068335886,1.0000412181637153,0.0,0.0005541225876426679,0.9995578741651537,0.0006379937965465238
bt__basophils_abs,0.10174271765538623,1.107098598159982,0.23041345126372578,-0.3498593483750913,0.5533447836858638,0.7047872122142929,1.7390600805553902,0.0,0.4415658768937666,0.6588033811004835,0.602080135627006
bt__bilirubin_total,0.016057168640594817,1.0161867777622235,0.0024815227473573838,0.011193473428957457,0.02092086385223218,1.0112563547537918,1.021141239255979,0.0,6.470691698351092,9.755530055703235e-11,33.254988781592054
bt__calcium,7.372284138290659e-08,1.000000073722844,9.956791268131252e-05,-0.00019507580002981855,0.00019522324571258435,0.9998049432260168,1.0001952423030105,0.0,0.00074042770805964,0.999409224217329,0.0008525611529817063
bt__creatinine,6.801190912401447e-10,1.000000000680119,6.80224024055394e-07,-1.3325344694762396e-06,1.3338947076587198e-06,0.9999986674664183,1.0000013338955973,0.0,0.0009998457378576197,0.9992022386554981,0.0011513856621011842
bt__eosinophils_%,2.005056713887716e-09,1.0000000020050568,4.619151653041982e-06,-9.051365822377052e-06,9.055375935804829e-06,0.9999909486751412,1.000009055416936,0.0,0.00043407466662569275,0.9996536585361401,0.0004997516597220318
bt__eosinophils_abs,2.422721752511492e-08,1.0000000242272178,6.452281454320422e-05,-0.00012643816546831238,0.00012648661990336262,0.9998735698274996,1.000126494619673,0.0,0.0003754829620597606,0.9997004079487678,0.0004322847243699012
bt__glucose,0.02055768783192605,1.0207704525790258,0.011526850342874614,-0.002034523695291366,0.04314989935914347,0.9979675445451761,1.0440943922011694,0.0,1.7834609820048457,0.07451129401960235,3.7463970717013413
bt__hba1c,-0.008931720286220616,0.991108049036517,0.0018893272731607973,-0.012634733696625046,-0.005228706875816185,0.9874447494495469,0.9947849390181611,0.0,-4.727460622149423,2.273451349142655e-06,18.746684437949714
bt__hct,2.6797127024492815e-09,1.0000000026797127,2.6988906072426216e-06,-5.2870486757065254e-06,5.292408101111425e-06,0.9999947129653006,1.000005292422106,0.0,0.0009928941526040828,0.9992077852152917,0.0011433773012415286
bt__hdl_cholesterol,-0.37972098014383415,0.6840522467468843,0.03408262560219233,-0.4465216988226939,-0.3129202614649744,0.6398498760456071,0.7313082236904386,0.0,-11.141189196392457,7.905659101589454e-29,93.35302900541103
bt__hemoglobin,7.797101744246142e-09,1.0000000077971019,7.710389068967296e-06,-1.5104287780222973e-05,1.5119881983711465e-05,0.999984895826289,1.00001511999629,0.0,0.0010112462126752912,0.999193142397254,0.0011645193260236414
bt__ldl_cholesterol,9.300667868681291e-09,1.000000009300668,1.0622900325638921e-05,-2.0811201381742416e-05,2.0829802717479777e-05,0.9999791890151699,1.0000208300196594,0.0,0.0008755299949707375,0.9993014282237417,0.0010081782207518825
bt__lymphocytes_%,-2.8472090035502776e-09,0.999999997152791,2.5985356502292365e-06,-5.095883495996225e-06,5.090189077989124e-06,0.999994904129488,1.000005090202033,0.0,-0.0010956974953563188,0.9991257600600734,0.0012618132700595935
bt__lymphocytes_abs,3.1209860251146187e-09,1.0000000031209861,1.2288372686680213e-05,-2.4081646908473803e-05,2.4087888880524034e-05,0.9999759186430521,1.0000240881789964,0.0,0.0002539787899253383,0.9997973542469258,0.0002923856493730293
