covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-3.904721342713686e-09,0.9999999960952787,6.825814954885248e-06,-1.3382256198052693e-05,1.3374446755367266e-05,0.999986617833344,1.0000133745361937,0.0,-0.0005720520360604077,0.9995435685373456,0.0006586417315187938
bt__alkaline_phosphatase,5.80875112229386e-09,1.000000005808751,1.1284485264591821e-05,-2.2111375951550617e-05,2.2122993453795203e-05,0.999977888868503,1.000022123238169,0.0,0.0005147555237207332,0.9995892845331733,0.0005926588826249657
bt__alt_gpt,5.534471200166077e-10,1.000000000553447,3.951627353364665e-06,-7.744493845798059e-06,7.745600740038092e-06,0.9999922555361426,1.0000077456307372,0.0,0.0001400554937310493,0.9998882518842617,0.00016122746100465012
bt__ast_got,1.7370266835723452e-09,1.0000000017370267,4.428956554959554e-06,-8.678858310129746e-06,8.68233236349689e-06,0.9999913211793511,1.0000086823700551,0.0,0.00039219772468240165,0.9996870714987163,0.0004515310491073182
bt__basophils_%,-1.4778429670574796e-09,0.999999998522157,4.280237185161821e-06,-8.390588571173325e-06,8.38763288523921e-06,0.9999916094466298,1.0000083876680614,0.0,-0.0003452712789330172,0.9997245133827243,0.0003974979317695434
bt__basophils_abs,3.0405787423410308e-09,1.0000000030405787,5.598428772214413e-06,-1.0969678184810703e-05,1.0975759342295386e-05,0.9999890303819817,1.000010975819576,0.0,0.0005431128743535581,0.9995666586440839,0.00062531492238794
bt__bilirubin_total,1.2908696330343782e-09,1.0000000012908696,4.188741730068017e-06,-8.208492061840277e-06,8.211073801106344e-06,0.9999917915416278,1.0000082111075121,0.0,0.0003081759908394774,0.9997541111387912,0.0003547862614584599
bt__calcium,2.3074343330530462e-10,1.0000000002307434,3.908026116741118e-06,-7.65935969602121e-06,7.659821182887822e-06,0.9999923406696368,1.0000076598505194,0.0,5.9043472692480444e-05,0.9999528901247499,6.79667843662111e-05
bt__creatinine,0.05041829751571536,1.0517109324487366,0.020507732485870997,0.010223880438826133,0.09061271459260459,1.0102763228737954,1.0948449056846454,0.0,2.4585018139109986,0.013951807174014856,6.1634041836968265
bt__eosinophils_%,2.9287358790186352e-09,1.000000002928736,5.468082398428165e-06,-1.0714315829537583e-05,1.072017330129562e-05,0.9999892857415685,1.0000107202307624,0.0,0.0005356056594649194,0.9995726485340669,0.0006166696173379473
bt__eosinophils_abs,0.014500069925755702,1.014605705898467,0.01701687547508654,-0.018852393134816837,0.047852532986328244,0.9813242017420384,1.0490159486684425,0.0,0.8520994319423943,0.3941589072462397,1.3431507178014501
bt__glucose,0.006362228461150282,1.0063825104266646,0.016981545785032665,-0.0269209896793317,0.039645446601632266,0.9734381501464032,1.0404418166067886,0.0,0.37465543724281425,0.707916738038505,0.49834840785980583
bt__hba1c,0.09903881997260872,1.1041091602143083,0.017665031147951756,0.06441599513684503,0.1336616448083724,1.0665359802722962,1.1430060121908956,0.0,5.606489971238583,2.0647093316731324e-08,25.529486064751964
bt__hct,1.1373219003378708e-09,1.0000000011373218,4.123269823576843e-06,-8.080323030851097e-06,8.082597674651774e-06,0.9999919197096148,1.0000080826303388,0.0,0.0002758300933484071,0.9997799194299032,0.0003175440909988196
bt__hdl_cholesterol,-0.09141291956939115,0.912640785844456,0.02225766056705382,-0.135037132660934,-0.04778870647784831,0.8736834688936803,0.9533351993502631,0.0,-4.107031792222681,4.00776083660485e-05,14.606844056257751
bt__hemoglobin,1.2488863650703621e-09,1.0000000012488863,4.169981521010738e-06,-8.17176471101353e-06,8.17426248374367e-06,0.9999918282686777,1.000008174295893,0.0,0.0002994944602938316,0.9997610379976579,0.00034479049329405473
bt__ldl_cholesterol,2.7911954792967643e-09,1.0000000027911955,5.316039237903551e-06,-1.041645425121342e-05,1.0422036642172013e-05,0.9999895835999999,1.0000104220909518,0.0,0.000525051707556152,0.9995810693681662,0.0006045157789548272
bt__lymphocytes_%,-4.131117557579594e-09,0.9999999958688824,7.218121616674342e-06,-1.4151389522269319e-05,1.4143127287154158e-05,0.9999858487106081,1.0000141432273015,0.0,-0.0005723258455546714,0.9995433500690133,0.0006589570586580859
bt__lymphocytes_abs,6.117512868130379e-10,1.0000000006117513,3.963359996581283e-06,-7.767431099779295e-06,7.76865460235292e-06,0.9999922325990667,1.0000077686847784,0.0,0.0001543516832537853,0.9998768451754869,0.00017768579624269847
bt__mch,-7.055527300196283e-10,0.9999999992944473,3.984729789692137e-06,-7.810632428650473e-06,7.809221323190433e-06,0.9999921893980743,1.0000078092518152,0.0,-0.00017706413414650626,0.9998587232618308,0.00020383364836523368
bt__mchc,6.638910124162896e-10,1.000000000663891,3.974857947503781e-06,-7.789914529757797e-06,7.791242311782629e-06,0.9999922101158114,1.0000077912726635,0.0,0.00016702257569562064,0.9998667352661665,0.00019227318252874239
bt__mcv,-1.1708424776973506e-09,0.9999999988291576,4.136827051990815e-06,-8.109202874650701e-06,8.106861189695306e-06,0.999991890830005,1.0000081068940505,0.0,-0.0002830291097458116,0.999774175446091,0.0003258327559386549
bt__mean_platelet_volume,1.220676756492087e-09,1.0000000012206767,4.157740104543827e-06,-8.147800185227207e-06,8.150241538740192e-06,0.9999918522330079,1.000008150274752,0.0,0.00029359140441656236,0.9997657479545968,0.00033799385364279786
bt__monocytes_%,1.6028008356177945e-09,1.0000000016028008,4.348721533818672e-06,-8.521734784242762e-06,8.524940385913999e-06,0.9999914783015256,1.0000085249767234,0.0,0.0003685682845299025,0.99970592506283,0.0004243228479207786
bt__monocytes_abs,0.04420788259439072,1.0451996111125819,0.01913117881475609,0.006711461135673107,0.08170430405310833,1.0067340334604657,1.085134892395383,0.0,2.310776718070958,0.020845191135376147,5.584141589094238
bt__neutrophils_%,2.1648025495033556e-09,1.0000000021648026,4.73229085923227e-06,-9.272954845913852e-06,9.27728445101286e-06,0.9999907270881477,1.0000092773274851,0.0,0.0004574534013014061,0.9996350050065449,0.0005266725892841865
bt__neutrophils_abs,1.1868475002478728e-08,1.000000011868475,6.616467463525918e-05,-0.00012966851085891636,0.00012969224780892132,0.9998703398957391,1.0001297006582122,0.0,0.00017937781857018325,0.9998568772087799,0.00020649731872023888
bt__platelets,-4.925854989683827e-09,0.999999995074145,8.866658683056487e-06,-1.7383257536989743e-05,1.7373405827010378e-05,0.999982616893551,1.0000173735567455,0.0,-0.0005555480554469478,0.9995567368065759,0.0006396353848486711
bt__protein_total,-1.963149301565654e-10,0.999999999803685,3.905497839036016e-06,-7.654831421139757e-06,7.654438791279444e-06,0.999992345197877,1.0000076544680865,0.0,-5.026630105754233e-05,0.9999598932944744,5.7862905521141654e-05
bt__rbc,1.72966126709784e-09,1.0000000017296613,4.424372616457064e-06,-8.669881321173993e-06,8.67334064370819e-06,0.9999913301562622,1.0000086733782574,0.0,0.0003909393301694632,0.9996880755521926,0.000450082053431574
bt__rdw,0.0153847075063392,1.015503661359392,0.017002734531529864,-0.017940039814154842,0.04870945482683324,0.9822199246819106,1.0499152586100284,0.0,0.9048372470798627,0.3655516158870392,1.451852965791136
bt__triglycerides,0.01180828659841652,1.0118782796426091,0.01838452403750774,-0.024224718388009554,0.04784129158484259,0.9760663450555399,1.0490041563252799,0.0,0.6422949310151022,0.5206817048995338,0.9415263789877283
bt__urea,5.132041480016553e-09,1.0000000051320415,9.37107668966518e-06,-1.836184076662657e-05,1.83721048495866e-05,0.999981638327811,1.0000183722736178,0.0,0.0005476469406846692,0.9995630409830987,0.0006305363760674854
bt__uric_acid,0.00781486962822988,1.007845485422732,0.020599913565262484,-0.032560219044322686,0.048189958300782446,0.967964158199645,1.049369972929804,0.0,0.37936419507157787,0.7044174350703698,0.5054974770608449
bt__vitamin_d,-1.0052298833715902e-09,0.9999999989947701,4.073809101360422e-06,-7.985524348441283e-06,7.983513888674538e-06,0.9999920145075357,1.000007983545757,0.0,-0.0002467542926927774,0.9998031185615466,0.0002840678396599673
bt__wbc,0.02160150636938553,1.0218365079873233,0.020397224657028434,-0.018376319342962556,0.06157933208173361,0.9817914957001774,1.063514864030349,0.0,1.059041449638695,0.28958090307637024,1.7879616303994201
sleep_hours_in_24H,-1.6402246776811116e-09,0.9999999983597754,4.37039224115218e-06,-8.567451615649245e-06,8.564171166293883e-06,0.9999914325850849,1.0000085642078391,0.0,-0.00037530376844360634,0.9997005509245774,0.0004320783920776078
walking_10min_days_a_week,-9.69816976507668e-10,0.999999999030183,4.0616171689421105e-06,-7.96159318709258e-06,7.959653553139566e-06,0.9999920384385064,1.0000079596852314,0.0,-0.00023877606779968053,0.9998094842638238,0.0002748822933255114
walking_minutes_day,-7.791396916135733e-10,0.9999999992208604,4.003656837218701e-06,-7.84780234709781e-06,7.846244067714582e-06,0.9999921522284468,1.0000078462748496,0.0,-0.00019460701136285037,0.9998447260711897,0.0002240303205581633
physical_activity_maderate_days_a_week,-7.212878944386889e-10,0.9999999992787121,3.988616790420732e-06,-7.818266545250819e-06,7.81682396946194e-06,0.9999921817640173,1.000007816854521,0.0,-0.00018083659883570946,0.9998557132705473,0.00020817676798112736
moderate_activity_minutes,-8.279809540471291e-10,0.9999999991720191,4.017273718505614e-06,-7.87453978526435e-06,7.872883823356254e-06,0.999992125491219,1.0000078729148145,0.0,-0.000206105187762792,0.999835551853947,0.0002372680344729724
vigorous_activity_minutes,-7.644849758524052e-10,0.999999999235515,3.9997354331842e-06,-7.840101881705596e-06,7.838572911753891e-06,0.9999921599288517,1.0000078386036335,0.0,-0.00019113388588399625,0.9998474972243354,0.00022003177632788805
hours_outdoors_summer,2.3049154373467647e-09,1.0000000023049154,4.847989611148137e-06,-9.499580119837344e-06,9.504189950712038e-06,0.999990500465001,1.0000095042351156,0.0,0.00047543737140989817,0.9996206558760146,0.0005473817160482916
hours_outdoors_winter,2.040216213096044e-09,1.0000000020402162,4.6362983548208865e-06,-9.084937580818147e-06,9.089018013244337e-06,0.9999909151036871,1.0000090890593183,0.0,0.00044005283028746397,0.999648888652108,0.0005066355483544911
hours_watching_tv,2.3521408099210582e-09,1.0000000023521407,4.888866454746122e-06,-9.579650035718496e-06,9.584354317338337e-06,0.9999904203958488,1.0000095844002475,0.0,0.00048112191889340623,0.999616120263861,0.0005539277192424983
hours_using_computer_not_work,3.7039647817653067e-09,1.0000000037039647,6.503798590685844e-06,-1.2743507035664849e-05,1.2750914965228379e-05,0.9999872565741624,1.0000127509962584,0.0,0.0005695079160461384,0.9995455984510951,0.0006557118507028228
hours_driving,0.0018590964205577355,1.0018608256117199,0.01758643817823504,-0.03260968902512315,0.036327881866238615,0.9679162742157431,1.0369958028742394,0.0,0.10571193562426709,0.9158109101587498,0.1268783427846521
sunburn_blisters_before_age_15,-1.3920672834605486e-09,0.9999999986079328,4.236642631384966e-06,-8.305059040164997e-06,8.302274905598076e-06,0.9999916949754468,1.0000083023093695,0.0,-0.00032857793412834524,0.9997378327440559,0.00037827698812088994
brothers_number,6.4147110355647e-09,1.000000006414711,1.3383049180070161e-05,-2.622387968523025e-05,2.6236709107301382e-05,0.9999737764641575,1.0000262370532926,0.0,0.000479316107208019,0.9996175610929584,0.0005518482454792038
sisters_number,6.544438704065919e-09,1.0000000065444388,1.3886201395694281e-05,-2.7209910178926555e-05,2.7222999056334688e-05,0.9999727904600074,1.0000272233696055,0.0,0.0004712907812279869,0.99962396437593,0.0005426067561734527
older_siblings_number,0.002039702863551242,1.0020417844724843,0.01630901060041118,-0.029925370536736634,0.03400477626383912,0.9705179600803462,1.0345895481889642,0.0,0.12506600881722507,0.9004712930003461,0.15124781110027977
glasses_contact_lenses_start_age,2.9335935628049783e-09,1.0000000029335936,5.473617227126162e-06,-1.072515903676247e-05,1.073102622388808e-05,0.9999892748984777,1.0000107310838016,0.0,0.0005359515364477206,0.9995723725642021,0.0006170679279669919
height,-2.1613703952452555e-09,0.9999999978386296,4.729560354396558e-06,-9.271929327720994e-06,9.267606586930502e-06,0.9999907281136564,1.0000092676495314,0.0,-0.00045699182023040775,0.9996353732949165,0.0005261410675720077
hips,-4.860851014460328e-09,0.999999995139149,8.714609167753509e-06,-1.708518095915391e-05,1.707545925712499e-05,0.9999829149649917,1.0000170756050435,0.0,-0.0005577818718992972,0.999554954479193,0.000642207882311185
trunk_fat,7.383311564328063e-10,1.0000000007383312,3.992925198588503e-06,-7.825251251039475e-06,7.826727913352342e-06,0.9999921747793662,1.0000078267585424,0.0,0.00018490983920605526,0.9998524632949977,0.00021286617582921643
body_fat,-1.020147141457336e-09,0.9999999989798528,4.079079585016364e-06,-7.995869223846121e-06,7.993828929563206e-06,0.9999920041627429,1.0000079938608804,0.0,-0.0002500924829230179,0.999800455071183,0.00028791120580482583
