covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,9.838791713932003e-08,1.000000098387922,9.690651862378924e-05,-0.0001898348984526476,0.00019003167428692625,0.9998101831190516,1.0001900497314493,0.0,0.0010152868820030763,0.999189918411237,0.001169174318081715
bt__alkaline_phosphatase,-0.01544258161670331,0.9846760436350858,0.016097071522296995,-0.04699226205697076,0.01610709882356414,0.954094780292862,1.016237517420678,0.0,-0.9593410574906677,0.3373869581336259,1.5675238883027767
bt__alt_gpt,0.016031520744839114,1.0161607150439076,0.017298492667464724,-0.017872901870221954,0.04993594335990018,0.9822858711218729,1.0512037576385258,0.0,0.9267582472657545,0.3540520676549618,1.4979665531557989
bt__ast_got,-5.407520343367105e-08,0.999999945924798,7.378345857857298e-05,-0.00014466699667223959,0.00014455884626537227,0.9998553434670931,1.000144569295399,0.0,-0.0007328906027912157,0.9994152379556241,0.000843880060089571
bt__basophils_%,6.01790443057817e-08,1.0000000601790462,7.6060032634174e-05,-0.00014901474558161643,0.00014913510367022798,0.9998509963565643,1.0001491462248628,0.0,0.0007912045554230156,0.9993687101666562,0.0009110463093310615
bt__basophils_abs,0.009009903413061657,1.0090506147694236,0.015267079783688626,-0.020913023112067608,0.03893282993819092,0.9793041376915951,1.0397006445480785,0.0,0.590152376270926,0.555088497024644,0.8492102981262754
bt__bilirubin_total,0.03662610710122139,1.0373051073101294,0.016283677766283824,0.00471068514344946,0.06854152905899333,1.004721797863366,1.070945099369693,0.0,2.2492527564662077,0.024496419702987753,5.351285283575206
bt__calcium,-0.04103473368650381,0.9597957921226782,0.017549162821211658,-0.07543046077490798,-0.006639006598099635,0.9273442150899808,0.9933829829164503,0.0,-2.3382730050749294,0.01937309045471762,5.689802074343995
bt__creatinine,0.019003830531031097,1.0191855526318165,0.02078767724643843,-0.021739268194230988,0.059746929256293185,0.978495326647972,1.0615678607805175,0.0,0.9141872997997907,0.360618436373354,1.471454939424667
bt__eosinophils_%,-1.3738917480293923e-07,0.9999998626108346,0.00013240294117899896,-0.00025964238533281614,0.00025936760698321026,0.9997403913188343,1.0002594012456694,0.0,-0.001037659538221279,0.9991720676236611,0.0011949486701685736
