covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.01775555194480446,0.9824011490593841,0.015661355673323028,-0.04845124501358965,0.01294014112398072,0.9527037872337413,1.0130242270532852,0.0,-1.1337174325878194,0.2569130948294345,1.9606476687824563
bt__alkaline_phosphatase,3.640154981426057e-08,1.0000000364015504,3.187344558230361e-05,-6.24344038546981e-05,6.250720695432662e-05,0.9999375675451321,1.0000625091605706,0.0,0.0011420650999360734,0.9990887640874186,0.0013152348678339325
bt__alt_gpt,-6.8169887179996e-09,0.9999999931830114,1.1614854960840411e-05,-2.2771514397621588e-05,2.2757880420185587e-05,0.9999772287448714,1.0000227581393828,0.0,-0.0005869198316279575,0.999531705754801,0.0006757640257800936
bt__ast_got,0.020771334258911086,1.0209885598370798,0.013455712440610468,-0.005601377511012983,0.04714404602883515,0.994414280954031,1.0482729977671976,0.0,1.543681492198173,0.12266551209189169,3.027198408460534
bt__basophils_%,7.050598193798427e-09,1.0000000070505983,1.1655597268542247e-05,-2.2837500266452434e-05,2.285160146284003e-05,0.9999771627605073,1.0000228518625627,0.0,0.00060491093089048,0.9995173509370165,0.0006964835017344377
bt__basophils_abs,0.005536927178761513,1.005552284290707,0.013443999710148962,-0.02081282806129738,0.03188668241882041,0.9794022640351956,1.032400509547855,0.0,0.4118511825451507,0.6804485039020594,0.5554421116684425
bt__bilirubin_total,0.008213540151139528,1.0082473638126288,0.014507564156276359,-0.020220763098566352,0.036647843400845405,0.9799823054943186,1.0373276547297914,0.0,0.5661557007546392,0.5712879411533893,0.8077100173054533
bt__calcium,3.1575288065261217e-09,1.000000003157529,1.1159176003138881e-05,-2.186842553448931e-05,2.1874740592102365e-05,0.9999781318135779,1.0000218749798462,0.0,0.00028295358059035575,0.9997742357096356,0.00032574579438628213
bt__creatinine,2.795272406792627e-09,1.0000000027952725,1.113244852117401e-05,-2.1816402888840456e-05,2.1821993433654038e-05,0.9999781838350872,1.0000218222315351,0.0,0.00025109232721588564,0.9997996573108836,0.0002890623607988677
bt__eosinophils_%,9.771979861796243e-09,1.00000000977198,1.223658768459621e-05,-2.3973499175613143e-05,2.3993043135336735e-05,0.9999760267881864,1.0000239933309705,0.0,0.0007985870010229658,0.9993628198291519,0.0009195496631623524
bt__eosinophils_abs,1.7882080826183936e-08,1.000000017882081,1.5227343213111763e-05,-2.9827162197103297e-05,2.9862926358755664e-05,0.9999701732826283,1.0000298633722604,0.0,0.001174340170568052,0.9990630123241359,0.0013524211733216998
bt__glucose,0.0075889973696783375,1.0076178667940032,0.013501744662613507,-0.01887393589750004,0.034051930636856714,0.9813030615353551,1.034638334760681,0.0,0.5620753139179385,0.5740647068125047,0.8007147326621347
bt__hba1c,0.014848692185428784,1.0149594816958103,0.01448939354395923,-0.013549997318558483,0.04324738168941605,0.9865413906604876,1.0441961779166196,0.0,1.0247973554158414,0.30545881451496604,1.710950222537472
bt__hct,-5.073131136074217e-08,0.99999994926869,6.134849592066869e-05,-0.0001202915738215738,0.00012019011119885232,0.9998797156609197,1.00012019733432,0.0,-0.0008269365140808688,0.9993402001978485,0.0009522040691271005
bt__hdl_cholesterol,-2.070618245252873e-08,0.9999999792938178,1.6769663504583315e-05,-3.2888642684291576e-05,3.2847230319386514e-05,0.9999671118981412,1.0000328477697955,0.0,-0.0012347404852142397,0.9990148198805809,0.0014220150582223354
bt__hemoglobin,-2.3942620697439143e-08,0.9999999760573796,1.8907822637184176e-05,-3.7082594015649564e-05,3.703470877425469e-05,0.9999629180935352,1.0000370353945673,0.0,-0.0012662812189888812,0.9989896540357437,0.0014583579593743386
bt__ldl_cholesterol,-2.9042928607555278e-09,0.9999999970957072,1.1140146654760664e-05,-2.183719051868602e-05,2.183138193296451e-05,0.9999781630479111,1.0000218316202394,0.0,-0.00026070508322387285,0.9997919874415292,0.0003001299030252681
bt__lymphocytes_%,-0.016254918893346185,0.9838764793813167,0.027903693939209488,-0.07094515404982538,0.038435316263133,0.931512980441098,1.0391835079113902,0.0,-0.5825364530143885,0.5602053950243551,0.8359722176202415
bt__lymphocytes_abs,-1.3145616488975042e-08,0.9999999868543836,1.3240247087106448e-05,-2.5963553053628974e-05,2.5937261820651025e-05,0.9999740367839965,1.0000259375981944,0.0,-0.0009928528072392577,0.9992078182041038,0.0011433296707132061
bt__mch,1.598489563700142e-08,1.0000000159848959,1.4345634632645153e-05,-2.8100942319717985e-05,2.813291211099199e-05,0.9999718994525082,1.0000281333078451,0.0,0.0011142689777297087,0.9991109421700629,0.0012832098307483787
bt__mchc,5.68734058587356e-09,1.0000000056873406,1.1437779083896963e-05,-2.241194772697771e-05,2.2423322408149456e-05,0.9999775883034189,1.0000224235738127,0.0,0.0004972416886317258,0.9996032585500022,0.0005724904952923589
bt__mcv,1.4748138239590282e-08,1.0000000147481383,1.3833542816249555e-05,-2.7098497560202326e-05,2.712799383668151e-05,0.9999729018696006,1.000027128361804,0.0,0.0010661143306157552,0.9991493639966897,0.0012277305935617165
bt__mean_platelet_volume,-1.1712343233806977e-08,0.9999999882876568,1.277421531645941e-05,-2.5048714294254182e-05,2.5025289607786566e-05,0.9999749515994221,1.000025025602743,0.0,-0.0009168737917479577,0.999268440659858,0.0010558032706150934
bt__monocytes_%,2.3318195799457767e-08,1.000000023318196,1.8462403208391866e-05,-3.6162327160705343e-05,3.620896355230426e-05,0.9999638383266883,1.0000362096191047,0.0,0.0012630097791851258,0.9989922642649675,0.0014545883909691207
bt__monocytes_abs,0.07874253412925236,1.081925727258073,0.017059281921283136,0.04530695596142216,0.11217811229708256,1.0463489936805708,1.11871209928287,0.0,4.61581762307435,3.915506906407808e-06,17.962369476617447
bt__neutrophils_%,0.010123030877659166,1.0101744420873788,0.034739792924930776,-0.057965712085584535,0.07821177384090286,0.9436823037801471,1.081351636412889,0.0,0.2913958324257725,0.7707486015663676,0.37566772815477795
bt__neutrophils_abs,0.02139412882605141,1.0216246240133562,0.02253112147130222,-0.022766057788998057,0.06555431544110088,0.9774911334638247,1.0677507310904502,0.0,0.9495367930664707,0.342347668234629,1.5464659087689643
bt__platelets,-0.02669984614597404,0.973653443502921,0.014816704955458952,-0.05574005422822973,0.0023403619362816486,0.9457849567394752,1.002343102721004,0.0,-1.8020097063576175,0.07154387844928055,3.805027859701656
bt__protein_total,0.005071087670268908,1.005083967397554,0.015467692805036539,-0.025245033151532034,0.03538720849206985,0.9750709580438875,1.0360207871908937,0.0,0.3278502963685494,0.7430248561235657,0.42851762139617566
bt__rbc,-0.043627785719433355,0.9573102156999497,0.015733247695015908,-0.07446438456151236,-0.012791186877354355,0.9282405331638833,0.9872902726622086,0.0,-2.7729675757443317,0.005554765512102526,7.492058273437834
bt__rdw,0.056068421379465674,1.0576700485046726,0.013307014337938884,0.02998715253534735,0.082149690223584,1.0304412953103574,1.0856183041140126,0.0,4.213448633598608,2.515008042148164e-05,15.279077461146079
bt__triglycerides,-1.277943511999226e-08,0.9999999872205649,1.3115475476682917e-05,-2.5718639009536806e-05,2.5693080139296823e-05,0.9999742816917118,1.0000256934102094,0.0,-0.000974378332124666,0.9992225586954357,0.0011220469340303251
bt__urea,0.01975111006755467,1.019947453780332,0.013636577123339627,-0.006976089966593813,0.046478310101703155,0.9930481864646921,1.0475753570191633,0.0,1.448392062678965,0.14750743336928523,2.761140436583799
bt__uric_acid,0.0331516227403621,1.0337072608873505,0.016324996904379392,0.0011552167600506133,0.06514802872067357,1.0011558842799506,1.0673170062619668,0.0,2.030727658604869,0.04228262899497936,4.5637911082267
bt__vitamin_d,-2.668227486232969e-09,0.9999999973317725,1.1123848958378813e-05,-2.1805011555372103e-05,2.1799675100399634e-05,0.9999781952261722,1.000021799912715,0.0,-0.0002398654904625598,0.9998086150303257,0.00027613657168744555
bt__wbc,2.16485087576434e-08,1.000000021648509,1.734951283676397e-05,-3.3982771800615084e-05,3.4026068818130376e-05,0.9999660178056072,1.0000340266477112,0.0,0.0012477877022442825,0.999004409715571,0.001437048640694718
sleep_hours_in_24H,3.4185492380970233e-09,1.0000000034185492,1.1180464145284322e-05,-2.190988850596057e-05,2.1916725604436766e-05,0.9999780903515139,1.0000219169657776,0.0,0.0003057609410195098,0.9997560380696653,0.0003520056067893348
walking_10min_days_a_week,4.679776275148497e-09,1.0000000046797763,1.1307431680641742e-05,-2.215747907542988e-05,2.2166838627980178e-05,0.9999778427663998,1.0000221670843141,0.0,0.00041386730491241856,0.9996697816766162,0.0004764830135978722
walking_minutes_day,5.7284365553636586e-11,1.0000000000572844,1.1035824182295249e-05,-2.1629760652649326e-05,2.1629875221380436e-05,0.999978370473269,1.000021630109149,0.0,5.190764605106502e-06,0.9999958583690628,5.975122787682382e-06
physical_activity_maderate_days_a_week,9.315378398731501e-09,1.0000000093153785,1.2125225026215475e-05,-2.375568897742733e-05,2.3774319734224797e-05,0.9999762445931868,1.0000237746023457,0.0,0.0007682643727098743,0.9993870137787004,0.0008846233402698866
