covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.05498853271476652,0.9464960016308757,0.02457188899259345,-0.10314855017236588,-0.006828515257167177,0.9019929723173042,0.9931947460762361,0.0,-2.2378634679385607,0.025229960001564182,5.30871827064207
bt__alkaline_phosphatase,0.08280818585715999,1.0863334144496781,0.021871411111424533,0.03994100778769875,0.12567536392662124,1.040749376273249,1.1339139991375362,0.0,3.786138234761868,0.00015300657964262466,12.674118686019206
bt__alt_gpt,1.4263058132629888e-08,1.0000000142630583,2.5806383058187316e-05,-5.056531830715912e-05,5.059384442342439e-05,0.999949435960097,1.0000505951243135,0.0,0.0005526949708709683,0.9995590132383602,0.0006363497353348231
bt__ast_got,7.300218867339498e-09,1.0000000073002189,1.759229276496312e-05,-3.447296000594494e-05,3.448756044367962e-05,0.9999655276341797,1.0000344881551464,0.0,0.0004149668815129454,0.9996689043414986,0.00047774915928124875
bt__basophils_%,8.354836980319312e-09,1.000000008354837,1.8435263149837928e-05,-3.6124096982220454e-05,3.614080665618109e-05,0.9999638765554851,1.0000361414597432,0.0,0.00045319868300294715,0.9996383997802338,0.0005217731861767906
bt__basophils_abs,0.0057186511225704026,1.0057350338219941,0.021535303807505905,-0.03648976873626947,0.047927070981410275,0.9641679585025242,1.049094143128258,0.0,0.2655477337903739,0.7905875430022457,0.3390028715670102
bt__bilirubin_total,-1.9074615548719203e-08,0.9999999809253847,3.602921301521324e-05,-7.063503451668843e-05,7.059688528559101e-05,0.9999293674600787,1.0000705993773045,0.0,-0.0005294208213947109,0.9995775833201745,0.0006095471996907807
bt__calcium,-1.4943726828453256e-08,0.9999999850562733,2.6989364421843876e-05,-5.2913125959269145e-05,5.288323850561224e-05,0.9999470882739155,1.0000528846368488,0.0,-0.0005536894680023859,0.9995582197445747,0.0006374950103895985
bt__creatinine,-1.604030406286124e-08,0.999999983959696,2.9064977414817988e-05,-5.698234924857621e-05,5.695026864045048e-05,0.9999430192742146,1.0000569518903377,0.0,-0.0005518773964256902,0.9995596655682879,0.0006354082072887362
bt__eosinophils_%,0.02305714127038929,1.0233250119678123,0.021920753068192078,-0.01990674525726307,0.06602102779804164,0.980290085744121,1.0682491798578342,0.0,1.0518407464680655,0.29287262109191103,1.7716547642892335
bt__eosinophils_abs,3.1290227978795103e-08,1.0000000312902284,9.198014788989286e-05,-0.00018024648692887906,0.00018030906738483667,0.9998197697564932,1.0001803253240418,0.0,0.00034018458000580575,0.9997285719810254,0.00039164101050959154
bt__glucose,1.5384125156559042e-09,1.0000000015384125,1.5082046795571743e-05,-2.955873011995269e-05,2.9561806944984005e-05,0.999970441706735,1.0000295622438995,0.0,0.00010200290030313387,0.9999186134608321,0.00011742073475106611
bt__hba1c,9.330469647193705e-09,1.0000000093304697,1.9331759099353768e-05,-3.7880221122890665e-05,3.789888206218505e-05,0.9999621204963237,1.000037899600234,0.0,0.00048264979918488687,0.9996149011919073,0.0005556871447848597
bt__hct,1.637762489783688e-09,1.0000000016377626,1.5097189709383912e-05,-2.9588310335671408e-05,2.9591585860650976e-05,0.9999704121273942,1.000029592023696,0.0,0.00010848128170276017,0.999913444460363,0.00012487865234329267
bt__hdl_cholesterol,-0.023836369542525087,0.9764454729059252,0.026352647600842702,-0.07548660973745265,0.027813870652402473,0.927292147136176,1.0282042876164454,0.0,-0.9045151706792015,0.36572229374558707,1.45117952154174
bt__hemoglobin,7.625825757720842e-10,1.0000000007625827,1.4996482232599762e-05,-2.9391802488114585e-05,2.9393327653266126e-05,0.9999706086294468,1.0000293937596414,0.0,5.0850763795416064e-05,0.9999594269606801,5.853571011451205e-05
bt__ldl_cholesterol,-0.013410481323289248,0.9866790385662989,0.02301245324327503,-0.05851406087602026,0.031693098229441774,0.9431649785805999,1.032200672475373,0.0,-0.5827488786841193,0.5600623635729818,0.8363406130598586
bt__lymphocytes_%,-0.08538658383302046,0.9181572710275138,0.027161760149975896,-0.13862265548368846,-0.032150512182352445,0.8705564661959234,0.9683608210095896,0.0,-3.14363220062144,0.0016686502415323,9.227102695261825
bt__lymphocytes_abs,-3.918798900499934e-09,0.9999999960812012,1.5709602643189862e-05,-3.079417419098787e-05,3.078633659318687e-05,0.9999692062999448,1.0000307868104974,0.0,-0.0002494524520770574,0.9998009657418975,0.00028717431684319785
