covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
bt__albumin,-0.02588429244054022,0.9744478340666313,0.010960583607585568,-0.047366641560948025,-0.004401943320132409,0.9537376536168939,0.9956077310318423,0.0,-2.36157976320041,0.01819725683937327,5.780135203224885
bt__alkaline_phosphatase,0.029189063129951683,1.0296192391104937,0.010701571894826059,0.008214367638126545,0.05016375862177682,1.008248198124547,1.0514432651785586,0.0,2.727549131736793,0.0063806754642047655,7.292075127556496
bt__alt_gpt,1.388761771156874e-09,1.0000000013887618,8.247168504625108e-06,-1.616276448172711e-05,1.6165542005269424e-05,0.999983837366135,1.0000161656726683,0.0,0.000168392554411619,0.9998656421813158,0.00019385038166921327
bt__ast_got,-1.1449333875509282e-08,0.9999999885506662,1.034054000277257e-05,-2.027853532000546e-05,2.025563665225444e-05,0.9999797216702881,1.000020255841799,0.0,-0.001107227850038723,0.9991165601736726,0.0012750975753241514
bt__basophils_%,1.9171445249726696e-09,1.0000000019171444,8.274369916011668e-06,-1.621554988561961e-05,1.6219384174669556e-05,0.9999837845815857,1.0000162195157094,0.0,0.0002316967387767881,0.9998151327509956,0.0002667317191006472
bt__basophils_abs,2.3647745335350153e-08,1.0000000236477455,1.8555138365067187e-05,-3.634375517835376e-05,3.639105066902446e-05,0.9999636569052478,1.0000363917128312,0.0,0.0012744580433779226,0.9989831298790718,0.0014677798779833915
bt__bilirubin_total,-9.967592761557917e-09,0.9999999900324072,9.810595557183835e-06,-1.923838155173054e-05,1.9218446366207422e-05,0.9999807618035047,1.0000192186310417,0.0,-0.0010160028209764615,0.9991893471748784,0.0011699991063248737
bt__calcium,5.133639813091706e-09,1.0000000051336397,8.63026090018357e-06,-1.6909866901730932e-05,1.6920134181357114e-05,0.9999830902760692,1.0000169202773275,0.0,0.000594841786646625,0.9995253849503036,0.0006848873203024991
bt__creatinine,0.03644713346199347,1.0371194736523455,0.013200020284881311,0.010575569108427958,0.06231869781555899,1.0106316880950152,1.064301481241298,0.0,2.761142231253866,0.005759958585633121,7.439725846000838
bt__eosinophils_%,1.1225480508955149e-08,1.0000000112254805,1.025508335462712e-05,-2.0088368553016398e-05,2.011081951403431e-05,0.9999799118332169,1.000020111021738,0.0,0.001094625964584694,0.9991266150174198,0.001260578748595424
bt__eosinophils_abs,1.8485153309856324e-08,1.0000000184851534,1.4126392495378277e-05,-2.7668735369108468e-05,2.770570567572818e-05,0.9999723316474067,1.0000277060894822,0.0,0.001308554417973598,0.9989559249308927,0.0015070688079770829
bt__glucose,0.012436425906658362,1.0125140798298486,0.010405674851606149,-0.007958322037323861,0.032831173850640584,0.9920732615677985,1.0333760636120357,0.0,1.1951580348235424,0.23202529103526137,2.1076460254720097
bt__hba1c,0.07904981547784343,1.0822582339385545,0.010755945430163057,0.05796854981504566,0.1001310811406412,1.0596816680017576,1.1053157946352774,0.0,7.349406520431282,1.9908883053089628e-13,42.19165294964305
bt__hct,0.023501438530328638,1.0237797734838239,0.028755641716358183,-0.03285858358607094,0.07986146064672822,0.9676753950976325,1.0831370001805618,0.0,0.8172809621897399,0.41376788381896235,1.2731064256518825
bt__hdl_cholesterol,-0.1848349575994034,0.8312414626181238,0.01482445042364823,-0.2138903465203535,-0.15577956867845333,0.8074369184362961,0.8557478032013374,0.0,-12.468250243162563,1.1124191713069512e-35,116.11378280780204
bt__hemoglobin,0.015743390081741394,1.0158679701596822,0.030542699747317974,-0.044119201413622446,0.07560598157710524,0.9568398940069426,1.0785375267692017,0.0,0.5154550911343015,0.6062350437769295,0.7220508445105684
bt__ldl_cholesterol,0.16779864232101568,1.182698441256928,0.01093552200579321,0.14636541303751577,0.1892318716045156,1.157619119892572,1.208321095354208,0.0,15.344365109605429,3.8632041880497592e-53,174.11239109639908
bt__lymphocytes_%,-2.8643955270598413e-08,0.9999999713560451,2.463185732474119e-05,-4.8306197184092454e-05,4.824890927355126e-05,0.9999516949695414,1.000048250073271,0.0,-0.0011628824774747018,0.9990721542343151,0.0013392198757312143
bt__lymphocytes_abs,1.8503010978385223e-09,1.000000001850301,8.270448521747355e-06,-1.620793093751951e-05,1.6211631539715185e-05,0.9999837922004102,1.0000162117629487,0.0,0.00022372439571724658,0.9998214937602714,0.0002575530549218205
bt__mch,1.965935654209781e-08,1.0000000196593568,1.4993891803947042e-05,-2.9367828567284406e-05,2.94071472803686e-05,0.9999706326026632,1.000029407579675,0.0,0.0013111576900216536,0.9989538478220998,0.0015100685776320536
bt__mchc,-2.362287434229029e-10,0.9999999997637713,8.218038131679707e-06,-1.6107294990412482e-05,1.610682253292564e-05,0.9999838928347313,1.0000161069522484,0.0,-2.8745150562427418e-05,0.9999770646881715,3.3089040091408954e-05
bt__mcv,2.7645550095428707e-08,1.0000000276455505,2.3251343236684427e-05,-4.5544149785985023e-05,4.5599440886175877e-05,0.9999544568873331,1.0000456004805565,0.0,0.0011889872259857827,0.9990513256729161,0.0013692973584717785
bt__mean_platelet_volume,-5.984290285663757e-11,0.9999999999401571,8.217225262830351e-06,-1.6105525410903023e-05,1.610540572509731e-05,0.9999838946042824,1.0000161055354178,0.0,-7.282616813163183e-06,0.9999941893124826,8.383074421203584e-06
bt__monocytes_%,7.250735487176055e-09,1.0000000072507356,9.048056001753418e-06,-1.7726613158051e-05,1.7741114629025356e-05,0.9999822735439575,1.0000177412720035,0.0,0.0008013583786142503,0.9993606085904673,0.0009227418437703724
bt__monocytes_abs,0.055696302663812695,1.0572765429045785,0.012184963568318703,0.03181421291697538,0.07957839241065001,1.0323256947081534,1.082830441890994,0.0,4.5709043241314955,4.856239763248658e-06,17.65172891694173
bt__neutrophils_%,1.3896519331962639e-08,1.0000000138965195,1.1406399807225548e-05,-2.234223629609473e-05,2.2370029334758653e-05,0.9999776580132899,1.0000223702795457,0.0,0.0012183089815210307,0.999027930313827,0.001403082173001147
bt__neutrophils_abs,0.04885007658782149,1.050062909923833,0.024520429139448175,0.0007909185890365988,0.09690923458660639,1.0007912314476204,1.1017603673473209,0.0,1.9922194799287616,0.04634698180397294,4.431380798674049
bt__platelets,-0.004208864714522131,0.9957999801432827,0.011360528977790992,-0.02647509235631611,0.018057362927271847,0.9738723003976988,1.0182213828737268,0.0,-0.3704814030007014,0.71102383059811,0.49203018102077956
bt__protein_total,-7.271751811012819e-09,0.9999999927282482,9.05295758295768e-06,-1.7750742567976846e-05,1.7736199064354818e-05,0.9999822494149755,1.0000177363563516,0.0,-0.000803245982804779,0.9993591025007115,0.0009249160638070958
bt__rbc,1.0730522659758358e-08,1.0000000107305227,1.0073013793934043e-05,-1.9732013729226137e-05,1.9753474774545652e-05,0.9999802681809457,1.0000197536698756,0.0,0.0010652742941958707,0.9991500342483991,0.0012267628018303228
bt__rdw,0.021233248777108808,1.0214602782141784,0.011096537883583354,-0.0005155658277988806,0.042982063382016496,0.9994845670534251,1.0439191703033222,0.0,1.9135021211005006,0.055683802229039306,4.1665984644053475
bt__triglycerides,0.02055481393451981,1.0207675189936851,0.011338238131598998,-0.0016677244515529398,0.04277735232059256,0.9983336654281173,1.0437054903739973,0.0,1.8128754834699372,0.06985102833382442,3.839574834896058
bt__urea,0.023904353358871665,1.024192352647273,0.011247556849649962,0.0018595470194909466,0.04594915969825238,1.0018612770492408,1.0470211787311146,0.0,2.125292957253699,0.033562175574045956,4.897019952299831
bt__uric_acid,0.0024690447020859815,1.0024720953031299,0.012857630119871098,-0.02273144725939879,0.02766953666357075,0.9775249655351018,1.0280558934996946,0.0,0.19202953258626906,0.8477190722419107,0.23834184923989524
bt__vitamin_d,-6.24560269039596e-05,0.9999375459234331,0.01109297804773727,-0.021804293481762452,0.02167938142795453,0.9784317017766437,1.0219160866637875,0.0,-0.005630230821262581,0.9955077494876525,0.006495548299806499
bt__wbc,0.0004711971114564386,1.0004713081422538,0.027382495421417852,-0.05319750772135548,0.05413990194426836,0.9481927186036562,1.0556322768328132,0.0,0.017207968236813104,0.986270705397519,0.019944412044397373
sleep_hours_in_24H,-6.828150794514548e-09,0.9999999931718492,8.952647519167827e-06,-1.755369485464532e-05,1.7540038553056287e-05,0.9999824464592105,1.0000175401923803,0.0,-0.0007626962616248789,0.9993914564872663,0.0008782099495799942
walking_10min_days_a_week,-1.6997490517847238e-08,0.9999999830025096,1.3132645711980447e-05,-2.5756510107723902e-05,2.5722515126688205e-05,0.9999742438215883,1.0000257228459533,0.0,-0.0012942929315713611,0.9989673039410707,0.0014906353021076142
walking_minutes_day,7.354400406019241e-09,1.0000000073544004,9.072388078260388e-06,-1.7774199486754894e-05,1.7788908287566934e-05,0.9999822259584734,1.0000177890665112,0.0,0.0008106355617262608,0.9993532064716988,0.0009334277158136201
physical_activity_maderate_days_a_week,-2.1397837860014718e-08,0.9999999786021624,1.6423398274921095e-05,-3.221066696046261e-05,3.216787128474259e-05,0.9999677898517976,1.0000321683886761,0.0,-0.001302887350219699,0.9989604465929041,0.0015005386253794852
moderate_activity_minutes,-6.186257158180686e-09,0.9999999938137428,8.819283389316735e-06,-1.729166406967132e-05,1.7279291555354957e-05,0.9999827084854302,1.000017279440843,0.0,-0.0007014466918791189,0.9994403265602192,0.0008076641312585488
vigorous_activity_minutes,-4.849728406235818e-09,0.9999999951502716,8.585502916244255e-06,-1.6832126233408577e-05,1.6822426776596108e-05,0.999983168015426,1.0000168225682744,0.0,-0.0005648741201939213,0.9995492956846689,0.0006503754551595228
